train loss,valid loss
2.7898290753364563,2.7564046382904053
2.177392840385437,2.615203619003296
1.8981567025184631,2.4686532020568848
1.7682085633277893,2.3114113807678223
1.7075195610523224,2.1553232669830322
1.6780903935432434,2.0169079303741455
1.6515350043773651,1.9043985605239868
1.627202183008194,1.8168085813522339
1.607806771993637,1.7489603757858276
1.5943872332572937,1.6955516338348389
1.5855816304683685,1.652828574180603
1.579573541879654,1.6192567348480225
1.572217583656311,1.5940566062927246
1.5665322542190552,1.5757664442062378
1.5605747997760773,1.5633405447006226
1.5542775988578796,1.5549753904342651
1.5493910610675812,1.5485419034957886
1.5450134873390198,1.5430092811584473
1.5393835008144379,1.5381367206573486
1.5374886989593506,1.5336487293243408
1.5320226550102234,1.529222846031189
1.5274646878242493,1.5250499248504639
1.523950845003128,1.5209753513336182
1.5197882652282715,1.5170669555664062
1.5156084299087524,1.5131516456604004
1.5118768215179443,1.5094040632247925
1.5082275867462158,1.5055724382400513
1.504487544298172,1.5019810199737549
1.5009498596191406,1.498607873916626
1.498333901166916,1.4951391220092773
1.4947183430194855,1.4919787645339966
1.4917440712451935,1.488895058631897
1.4876383543014526,1.485745906829834
1.4837968051433563,1.4828033447265625
1.4827034771442413,1.4798959493637085
1.4791893064975739,1.4770913124084473
1.475254386663437,1.4740899801254272
1.4719716012477875,1.4712309837341309
1.468878835439682,1.4684946537017822
1.4669612348079681,1.4657256603240967
1.4655350744724274,1.462971806526184
1.461587816476822,1.4605998992919922
1.4580576419830322,1.4579362869262695
1.4567596018314362,1.4556071758270264
1.4545865058898926,1.4533146619796753
1.4519164562225342,1.4507728815078735
1.4503644406795502,1.4486727714538574
1.4464762210845947,1.4467401504516602
1.444556713104248,1.4441664218902588
1.442864716053009,1.4423490762710571
1.4398586750030518,1.440270185470581
1.437460720539093,1.4382517337799072
1.4353785812854767,1.4359952211380005
1.4344595670700073,1.4343303442001343
1.431134194135666,1.431883454322815
1.4301831722259521,1.430376648902893
1.428705632686615,1.4287759065628052
1.4265620708465576,1.4269753694534302
1.4236699640750885,1.4251030683517456
1.4225092232227325,1.4225510358810425
1.4208993315696716,1.421538233757019
1.4188568592071533,1.4190120697021484
1.4174291789531708,1.417846441268921
1.4161881506443024,1.416661262512207
1.4136253595352173,1.4146827459335327
1.412218064069748,1.4125856161117554
1.410340666770935,1.4123103618621826
1.4080650508403778,1.4100337028503418
1.4074502885341644,1.4078277349472046
1.4052367806434631,1.4068360328674316
1.404354453086853,1.404699444770813
1.402917891740799,1.4041059017181396
1.4012894332408905,1.4026789665222168
1.3998956084251404,1.399919033050537
1.3985432088375092,1.3991813659667969
1.397682547569275,1.3984620571136475
1.39606973528862,1.3969736099243164
1.3961542844772339,1.3948920965194702
1.3947071433067322,1.3937417268753052
1.3923564553260803,1.392390489578247
1.3907972276210785,1.3917206525802612
1.3898024559020996,1.391390323638916
1.3877352178096771,1.3910764455795288
1.38869509100914,1.3901221752166748
1.3877570033073425,1.3873862028121948
1.3855482637882233,1.3861347436904907
1.3849969804286957,1.3848586082458496
1.3839443027973175,1.3835341930389404
1.3825407028198242,1.383529782295227
1.3824181854724884,1.3830890655517578
1.3811036050319672,1.3811694383621216
1.3802440762519836,1.3810867071151733
1.3796468079090118,1.3796557188034058
1.3778425455093384,1.378138780593872
1.3772713243961334,1.378475546836853
1.3756093978881836,1.376983880996704
1.377057671546936,1.3766359090805054
1.3756949305534363,1.3756543397903442
1.3742904365062714,1.3746771812438965
1.3734542727470398,1.3732703924179077
1.3729227185249329,1.373205542564392
1.372258573770523,1.373085379600525
1.3712382316589355,1.3718979358673096
1.3705762028694153,1.3721836805343628
1.3705122470855713,1.3706450462341309
1.3697237372398376,1.3694523572921753
1.3690531849861145,1.3692383766174316
1.3682011365890503,1.367854118347168
1.367341309785843,1.3683146238327026
1.365317851305008,1.367482304573059
1.365461826324463,1.3675357103347778
1.3650736510753632,1.3670541048049927
1.3653302192687988,1.3667256832122803
1.3645191192626953,1.3652743101119995
1.3652442693710327,1.3642781972885132
1.3639719784259796,1.3647161722183228
1.364177644252777,1.3649485111236572
1.362463504076004,1.3637181520462036
1.3610601127147675,1.3628202676773071
1.361983209848404,1.3634755611419678
1.361137181520462,1.3629590272903442
