0.016,0.000182617,-1.96314,0.00834702,3.12114,0.00221399,-1.515,0.00780861,0.00019918,-1.96309,0.00847889,3.12117,0.00172154,-1.5156,0.00741638,2.92638e-06,0.00367275,0.000356616,-0.00351763,-0.00485804,0.00379558,-5.51563e-05,-1.01717e-06,0.00366088,0.000325218,-0.00352552,-0.00474079,0.00393823,3.82327e-05,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.000167122,0.0912469,0.00958573,-0.0914757,-0.131566,0.0905801,-0.00360738,0.290294,0.498908,-0.542912,-0.653932,-0.194623,-0.157352,0.0214497,-0.248769,-1.56788,0.32081,1.49146,0.192387,0.164422,-0.0221415
0.036,0.00021914,-1.96309,0.00834702,3.12114,0.00205585,-1.51516,0.00791135,0.000208107,-1.96291,0.00843527,3.12095,0.00174745,-1.51506,0.00776644,6.58436e-06,0.0082637,0.000802386,-0.00791466,-0.0109306,0.00854005,-0.000124102,9.21131e-06,0.00822194,0.000781374,-0.00786927,-0.0108572,0.00851653,-8.95976e-05,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,8.45422e-06,0.0907397,0.00921761,-0.0870367,-0.12046,0.0933031,-0.00217575,0.265344,0.557709,-0.569938,-0.696947,-0.197516,-0.156237,0.0215902,0.016534,-1.10957,-0.346984,0.641182,-0.00640807,-0.00827611,-0.000523367
0.056,0.000182617,-1.96306,0.00839263,3.12114,0.00205585,-1.51516,0.00780861,0.000210519,-1.96268,0.00841532,3.12074,0.00154767,-1.51478,0.00779389,1.02423e-05,0.0128546,0.00124816,-0.0123117,-0.0170031,0.0132845,-0.000193047,3.59902e-06,0.0127646,0.00124275,-0.0122167,-0.0168821,0.0131933,-0.000189543,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-0.00171795,0.0906744,0.0087241,-0.0870548,-0.119983,0.0936638,-0.00141336,0.286975,0.667519,-0.655658,-0.761995,-0.201257,-0.15518,0.0216386,-0.00653838,-1.07059,-0.287105,0.584665,-0.00658137,-0.00793813,-0.000507351
0.076,0.00021914,-1.96306,0.00839263,3.12105,0.00205585,-1.51516,0.0080141,0.0002026,-1.96247,0.00842377,3.1205,0.00126377,-1.51452,0.00793453,1.39003e-05,0.0174456,0.00169393,-0.0167087,-0.0230757,0.018029,-0.000261993,1.78385e-05,0.0173043,0.00168651,-0.0165762,-0.0228871,0.0178769,-0.000243048,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.00192294,0.0921274,0.0110862,-0.0867842,-0.119986,0.0938576,-0.00724528,0.28264,0.786917,-0.611725,-0.820402,-0.205318,-0.154023,0.0217691,0.0070196,-0.95766,-0.315718,0.597784,-0.0076059,-0.00765029,-0.000566149
0.096,0.00021914,-1.96303,0.00834702,3.12105,0.00205585,-1.51516,0.00811684,0.00020504,-1.96224,0.00844162,3.12027,0.000980945,-1.51429,0.00792853,1.75583e-05,0.0220365,0.0021397,-0.0211058,-0.0291482,0.0227735,-0.000330938,2.09156e-05,0.0218481,0.00211717,-0.0209193,-0.0288923,0.0225659,-0.000286101,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-1.19999e-05,0.0920356,0.00646466,-0.0869058,-0.119982,0.0939242,-0.00236858,0.30229,0.846109,-0.570091,-0.903146,-0.209728,-0.152765,0.0219118,-0.00926211,-0.8955,-0.348826,0.477406,-0.00887304,-0.00733294,-0.000544285
0.116,0.000182617,-1.96303,0.00834702,3.12097,0.00205585,-1.51516,0.00811684,0.000212731,-1.96202,0.00845192,3.12003,0.000700366,-1.51406,0.00800932,2.12163e-05,0.0266275,0.00258547,-0.0255028,-0.0352208,0.0275179,-0.000399883,1.40461e-05,0.0263868,0.00256049,-0.0252803,-0.034898,0.0272562,-0.000374283,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-0.00170823,0.0920638,0.0112699,-0.0865984,-0.119966,0.0939606,-0.00188852,0.350839,0.929109,-0.550635,-0.939338,-0.214479,-0.151403,0.0220668,0.0109053,-0.801463,-0.310339,0.401728,-0.0105198,-0.00692134,-0.000573974
0.136,0.00021914,-1.96303,0.00834702,3.12088,0.00205585,-1.51516,0.00791135,0.000207564,-1.9618,0.00848694,3.11976,0.000400939,-1.51386,0.00796703,2.48742e-05,0.0312184,0.00303124,-0.0298998,-0.0412933,0.0322624,-0.000468829,2.76304e-05,0.0309256,0.00299792,-0.0296326,-0.0408993,0.0319515,-0.000482085,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,4.75979e-07,0.092091,0.00648587,-0.0864994,-0.120058,0.0938755,-0.000937584,0.295855,1.05436,-0.524399,-0.997764,-0.219576,-0.149941,0.0222442,-0.013421,-0.759987,-0.340709,0.359146,-0.0125183,-0.00635777,-0.00057256
0.156,0.00021914,-1.96303,0.00834702,3.12063,0.00205585,-1.51516,0.00821959,0.000214042,-1.96157,0.00849839,3.11941,7.81847e-05,-1.51363,0.0080909,2.85322e-05,0.0358094,0.00347701,-0.0342969,-0.0473659,0.0370069,-0.000537774,2.9746e-05,0.0354616,0.00344096,-0.0340078,-0.046895,0.0366416,-0.000507133,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,3.65178e-05,0.0907391,0.00886508,-0.0858495,-0.116066,0.089696,-0.00197272,0.301033,1.19022,-0.530697,-0.961359,-0.225025,-0.148377,0.0223723,0.000379743,-0.688193,-0.287894,0.289857,-0.0149213,-0.00628939,-0.000575817
0.176,0.000182617,-1.96301,0.00839263,3.12046,0.00205585,-1.51516,0.00821959,0.00021339,-1.96135,0.00851998,3.11899,-0.000205394,-1.51341,0.00815551,3.21902e-05,0.0404003,0.00392278,-0.0386939,-0.0534384,0.0417514,-0.00060672,2.48633e-05,0.0400047,0.00389245,-0.0383456,-0.0529,0.0413353,-0.000591463,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-0.00170739,0.0906617,0.00860895,-0.0860987,-0.120284,0.0938681,-0.00158512,0.384001,1.30963,-0.523613,-1.07739,-0.230813,-0.14671,0.0225331,-0.00700597,-0.609089,-0.251568,0.384617,-0.0173871,-0.00501025,-0.000585966
0.196,0.00021914,-1.96298,0.00834702,3.12046,0.00189771,-1.51516,0.00811684,0.000211465,-1.9611,0.00853154,3.11869,-0.000518436,-1.51321,0.00810731,3.58482e-05,0.0449912,0.00436855,-0.0430909,-0.059511,0.0464958,-0.000675665,3.76756e-05,0.0445438,0.00432461,-0.0426694,-0.0589357,0.04603,-0.000673394,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.00196775,0.0906827,0.00881677,-0.0866851,-0.11955,0.0937973,-0.00125506,0.309115,1.41632,-0.496912,-1.21605,-0.236471,-0.144939,0.0226907,0.00254635,-0.483454,-0.212791,0.208933,-0.0204287,-0.00379925,-0.000601828
0.216,0.000182617,-1.96298,0.00834702,3.12029,0.00181864,-1.51508,0.00821959,0.000199221,-1.96087,0.00855229,3.11841,-0.000894677,-1.51291,0.00815246,3.95061e-05,0.0495822,0.00481432,-0.047488,-0.0655835,0.0512403,-0.00074461,3.55528e-05,0.0490804,0.00476544,-0.0470415,-0.0649375,0.0507239,-0.000728628,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.000157601,0.0907613,0.00881648,-0.0906557,-0.115411,0.0895289,-0.00156577,0.340241,1.54305,-0.481621,-1.19702,-0.242712,-0.143145,0.0228443,0.0492706,-0.401647,-0.282786,0.0866605,-0.0236666,-0.00377769,-0.00057152
0.236,0.00021914,-1.96298,0.00834702,3.11995,0.00173957,-1.515,0.00811684,0.000201222,-1.96065,0.00856819,3.118,-0.00127308,-1.51263,0.008114,4.31641e-05,0.0541731,0.00526009,-0.051885,-0.0716561,0.0559848,-0.000813556,4.74303e-05,0.0536186,0.00520742,-0.0514208,-0.0709388,0.0554188,-0.000812879,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.00190727,0.0893552,0.0112211,-0.0899069,-0.11972,0.093671,-0.00665976,0.308538,1.66967,-0.465928,-1.14085,-0.249298,-0.141247,0.0230204,-0.0266189,-0.299645,-0.27646,0.145872,-0.0270726,-0.00240473,-0.000617887
0.256,0.000182617,-1.96287,0.00834702,3.11995,0.00166049,-1.51508,0.00821959,0.000212817,-1.9604,0.00857391,3.11759,-0.00163255,-1.51242,0.00809746,4.68221e-05,0.0587641,0.00570586,-0.056282,-0.0777286,0.0607292,-0.000882501,3.96316e-05,0.0581757,0.00565183,-0.0557201,-0.0769446,0.060096,-0.000853424,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-0.00171457,0.0918394,0.0111349,-0.086536,-0.119703,0.0940191,-0.00184327,0.377135,1.73695,-0.474955,-1.44462,-0.256231,-0.139087,0.0231779,-0.0060647,-0.252043,-0.269714,0.104008,-0.0312498,-0.00126777,-0.000575204
0.276,0.00021914,-1.96284,0.0083014,3.11986,0.00158142,-1.515,0.00821959,0.000203581,-1.96013,0.00860139,3.1173,-0.00196326,-1.51222,0.00812131,5.04801e-05,0.063355,0.00615163,-0.0606791,-0.0838012,0.0654737,-0.000951447,5.41845e-05,0.0627088,0.0060802,-0.0600686,-0.0829572,0.0648118,-0.000928047,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-2.91118e-05,0.0905555,0.00413575,-0.0865293,-0.123738,0.0976596,-0.00168862,0.300025,1.91172,-0.426254,-1.51061,-0.263509,-0.136981,0.0233476,0.051538,-0.141128,-0.287418,-0.0636864,-0.0355796,-4.17274e-05,-0.000592185
0.296,0.00021914,-1.96282,0.00834702,3.11944,0.00142328,-1.515,0.00821959,0.000201828,-1.95987,0.0086201,3.11689,-0.0023169,-1.51198,0.00810039,5.4138e-05,0.0679459,0.0065974,-0.0650761,-0.0898737,0.0702182,-0.00102039,5.82601e-05,0.0672455,0.00653238,-0.0644699,-0.0889832,0.0694983,-0.000992012,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-4.01085e-05,0.0920807,0.0111611,-0.0852523,-0.127453,0.0935687,0.00368995,0.275425,2.04035,-0.420093,-1.43477,-0.270896,-0.134692,0.0235192,0.0324789,-0.0256776,-0.295401,-0.134374,-0.0405217,0.00124616,-0.000642204
0.316,0.00021914,-1.96279,0.0083014,3.11901,0.00126514,-1.515,0.0080141,0.000210786,-1.95963,0.00863621,3.1163,-0.00279313,-1.51173,0.00813673,5.7796e-05,0.0725369,0.00704317,-0.0694731,-0.0959463,0.0749627,-0.00108934,5.97851e-05,0.0717856,0.00696345,-0.0688288,-0.09498,0.0741832,-0.00111854,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,1.01077e-05,0.0906281,0.00896229,-0.0849952,-0.119217,0.0937331,-0.00586921,0.331154,2.17494,-0.365802,-1.44478,-0.278629,-0.132298,0.0237134,0.0200451,0.105756,-0.256554,-0.0979574,-0.0450655,0.00264143,-0.00059501
0.336,0.000182617,-1.96268,0.0083014,3.11858,0.00102793,-1.51492,0.00811684,0.000202284,-1.95935,0.00864628,3.1157,-0.0032757,-1.5115,0.00812309,6.1454e-05,0.0771278,0.00748894,-0.0738702,-0.102019,0.0797071,-0.00115828,5.67713e-05,0.0763342,0.00740682,-0.0731835,-0.100994,0.0788909,-0.00115977,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,0.000169254,0.0904199,0.00890095,-0.0893852,-0.123217,0.0975676,-0.00651588,0.342109,2.28676,-0.355602,-1.53588,-0.286492,-0.12988,0.0238786,0.0563007,0.1664,-0.214351,-0.136286,-0.0497625,0.00359684,-0.000517114
0.356,0.000182617,-1.96263,0.0083014,3.11799,0.000790712,-1.51485,0.00821959,0.000202246,-1.95905,0.00865292,3.11506,-0.00376499,-1.51121,0.00816373,6.5112e-05,0.0817188,0.00793471,-0.0782672,-0.108091,0.0844516,-0.00122723,6.04383e-05,0.0808681,0.00785101,-0.0775711,-0.107007,0.0835851,-0.00121393,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,-0.00177985,0.0905654,0.00882,-0.0929832,-0.127255,0.0932923,-0.00137266,0.406855,2.4366,-0.318166,-1.51927,-0.294684,-0.127357,0.0240458,-0.0510352,0.29627,-0.263594,-0.212667,-0.055327,0.00599342,-0.000552338
0.376,0.00021914,-1.96255,0.00825579,3.11688,0.000632569,-1.51485,0.00821959,0.000211293,-1.95879,0.00865957,3.1141,-0.0042621,-1.5109,0.00816159,6.87699e-05,0.0863097,0.00838048,-0.0826643,-0.114164,0.0891961,-0.00129617,7.06383e-05,0.0854145,0.00828434,-0.0820017,-0.112999,0.0882576,-0.00128237,0.000182899,0.229547,0.0222885,-0.219852,-0.303627,0.237224,-0.00344727,1.0077e-05,0.0918579,0.00656716,-0.0864602,-0.119139,0.093753,-0.00136651,0.3031,2.55632,-0.282903,-1.31905,-0.303459,-0.124651,0.0242252,0.00178846,0.393232,-0.194765,-0.093067,-0.0612452,0.00686559,-0.000603557
