x,y,t1,t2,t3
-1.8400652,0.27697584,2.616888,0.75060254,1.5862873
-1.3208778,0.09834558,2.220319,1.693912,1.7020073
-0.7021897,1.842592,1.7669345,0.3359184,1.6942425
-0.08252251,-0.13141155,2.6585255,2.9862626,2.4940333
-0.7954322,0.16797304,1.7812879,2.3043807,0.8066359
1.8467531,0.73571885,0.26909566,0.22003543,3.1378381
-1.8359861,0.6312659,2.5679212,0.4850089,2.1853588
-0.0002271533,-0.0005607605,2.757011,3.1409876,2.9442928
-1.5928705,-0.4093112,2.787777,1.2106768,1.0195385
-0.39681417,-0.5484086,2.860497,2.4510386,0.6255241
-0.42253882,-0.6671957,2.9829693,2.32974,2.4270933
-0.027824104,1.0621226,0.58625835,2.0214574,1.0201341
-1.5275848,-0.4735902,2.7981484,1.2881464,2.182327
-0.8592534,0.14946866,1.8498042,2.2391202,1.0369965
-1.6387947,1.0460299,2.3366716,0.47364074,1.9255686
1.7369491,0.9912422,0.5080083,0.021146728,0.30935928
-0.4496669,-0.54353285,2.810893,2.420653,3.0445423
-1.9411926,0.4512341,2.8291948,0.16800386,0.49883607
-0.041419357,1.9242225,1.316983,0.55067044,2.661552
1.3012767,1.3014463,0.38326207,0.80440253,0.053263515
-0.14279819,0.23846248,0.6789837,2.862741,2.8569016
-0.20841014,-0.28866112,2.6952317,2.783651,2.9675274
-0.56708443,0.63526547,1.1685736,2.26195,2.9702666
-0.00044119358,-0.00025224686,2.0904453,3.1410844,2.3855102
-1.7388628,0.14605579,2.5472794,1.02103,2.3245077
-1.160634,1.1771669,1.7512912,1.195663,0.685323
1.2679036,1.5042379,0.6893965,0.3620987,2.6253197
-1.4901111,-0.3677234,2.6875246,1.3920199,0.6617985
-0.3336237,-0.4482188,2.7848735,2.5753033,1.68756
-0.0880571,0.09161687,0.82916796,3.0144334,2.2131588
-0.02277118,0.06343812,0.37833357,3.0741787,2.763618
-0.41041464,0.53500247,0.99825543,2.4538267,0.6782871
-0.22092532,0.08433986,1.3246301,2.9045615,1.6357003
0.9611618,1.44174,0.45990065,1.0457845,1.1444113
-0.68992573,1.1065627,1.2677445,1.7211225,3.0235155
-0.71669424,1.7708688,1.6548973,0.6009239,1.6513064
-0.7223915,-0.26974148,2.3239732,2.3499746,0.13518506
0.15531519,1.953276,1.2897142,0.40346766,0.9005602
-1.3889902,1.3663607,2.136744,0.4553264,2.1547036
-1.1060276,-0.75565565,2.904054,1.6738223,0.52387995
-0.44239366,1.0637902,1.0080037,1.9138019,0.37335
-1.5022395,1.3123908,2.3511841,0.14471814,0.06080028
1.2697301,1.0071586,0.044515405,1.2521393,2.6270516
0.012821972,0.2640832,0.08407065,2.8764222,0.9424419
-1.3059523,0.38903093,2.0308576,1.6424292,0.1543793
-0.41818368,-0.5728338,2.8735034,2.4165814,3.1321611
-1.683433,0.9421505,2.3643818,0.53396237,2.8817575
-0.7596994,0.25896692,1.6552179,2.3156939,0.31128612
0.84739214,1.8113852,1.1189938,0.028466655,0.95898294
-0.95836174,1.7230017,1.9096661,0.33746716,2.07151
-1.2338754,-0.20828539,2.4140105,1.7896229,0.5198027
1.0696745,1.3369874,0.352927,1.0861796,2.2603102
-0.22783315,-0.61433035,3.1202242,2.4740498,1.3939102
-1.0717607,1.6883259,2.1215434,0.029746344,0.22917715
-1.6567978,0.8993418,2.3037424,0.6810734,2.3264997
1.2060714,1.3961197,0.46192074,0.7927638,0.2769487
-1.5211523,0.069597065,2.3905017,1.4107399,2.779683
-0.5588564,-0.4000858,2.5429184,2.4399848,1.621307
-0.21015367,1.6204054,1.0851407,1.2292556,1.7795562
-1.650985,1.0281547,2.349455,0.4703123,2.889131
0.08629984,1.9819443,1.4000036,0.25455448,0.7209047
-0.032939076,-0.13005306,2.9606647,3.0073323,0.115799636
-0.5761061,-0.50131375,2.6786764,2.3580153,2.5005798
-1.8566215,-0.22582267,2.9005215,0.72421515,2.0668159
-1.583539,0.6226938,2.2136185,1.1066365,2.0964682
-0.43149394,0.40339577,1.1188571,2.541959,1.1349716
-0.42929,1.0223844,0.98521024,1.9662428,2.1279478
-0.11455709,1.3076913,0.8033498,1.7096522,2.481129
-0.7930275,0.67157733,1.4145073,2.048843,1.1919408
-1.3556006,1.4063555,2.1213598,0.43292058,0.64712286
-0.08285582,0.09642291,0.773475,3.0143752,1.14812
-0.7168631,1.6927677,1.5665075,0.8097526,3.1389067
-1.9388807,-0.30576792,3.1049464,0.38612276,0.29739904
0.5646026,1.3024495,0.38014373,1.5632209,1.1703942
0.8771101,1.5161816,0.5426384,1.0073955,1.8675683
-0.15871668,1.1369509,0.7500698,1.9188575,1.2105879
-0.16519332,1.2427568,0.809646,1.786601,2.8623967
0.32383406,1.3226423,0.5088135,1.6437354,0.99153733
-1.9982626,-0.021736894,3.1122289,0.0804825,0.06493484
-1.8501571,-0.5031481,3.1186354,0.57696927,1.8719547
-0.75800765,1.4405594,1.435227,1.2398971,1.2199625
-1.3177596,-0.3368855,2.5689442,1.6458757,0.04144613
0.692258,1.594144,0.64346075,1.0353115,2.3612468
-0.043713033,0.078249425,0.5542811,3.0519311,1.2209339
-0.30436525,0.14779484,1.2887411,2.8016064,2.3602908
-0.35065407,-0.5474775,2.9030206,2.4794147,1.0942892
0.4632973,1.4207631,0.5286163,1.4539243,2.8708465
0.9045606,1.7801034,1.043606,0.114087015,2.2147105
-1.4687431,-0.8412144,3.0999217,1.1236169,0.27014
0.47554284,1.0033705,0.14599033,1.964437,1.4518561
-0.17633694,1.1595279,0.7775642,1.8883044,2.1673203
-0.16666013,-0.3071533,2.8200805,2.7903347,1.3356737
1.9265187,0.5154134,0.18571973,0.15138848,3.0374327
-0.8304322,-0.21323115,2.265175,2.255518,0.21171033
-0.012975633,-0.08166529,3.0253785,3.0588794,2.989006
1.3100483,1.183628,0.2456961,0.97809815,0.49045947
-1.684181,-0.64283335,3.0582864,0.8958566,0.85364217
-1.7285268,0.58388036,2.3937569,0.844158,0.7971444
-0.8217368,1.2749789,1.4333965,1.4198122,0.34717983
-1.7819049,-0.3199621,2.880319,0.87788403,2.1279812
-0.42475933,-0.62913406,2.9370494,2.362975,1.7931895
-0.9957981,-0.76759684,2.9073195,1.7819526,0.844057
-0.71337324,-0.8743885,3.056769,1.9425733,0.038200468
0.37883285,1.9002271,1.1236039,0.50082093,2.9479969
0.37665397,1.9592979,1.3113859,0.13897638,1.4720509
-1.0094013,-0.43288404,2.5572767,1.97889,2.0674891
-0.88953644,0.32138574,1.7166812,2.1564186,1.1880687
1.0838641,1.6777155,0.9459332,0.102559686,0.3874575
-1.5984898,1.0238053,2.2515836,0.64070684,1.796153
-1.2987943,0.3019184,2.0721812,1.6820148,0.5523709
-1.8292668,-0.4868015,3.0729935,0.65737915,2.8627772
1.00546,1.314116,0.32121488,1.1929437,2.4252605
-0.18035638,0.17398769,0.92899936,2.8903327,0.48984265
1.4094069,1.1465873,0.25168633,0.86249423,1.8247162
-1.7594061,-0.5173206,3.0171163,0.82089674,2.1325574
-0.35848615,1.5936375,1.1769867,1.2301499,2.7258084
0.4410512,1.2138125,0.3534513,1.7376359,3.0479877
-0.32294366,0.13328838,1.3549498,2.7904224,1.0870589
-1.9210876,0.55388576,2.835228,0.05131739,1.3444074
-0.70052195,0.7311194,1.2948916,2.0798678,2.187063
-1.4978278,-0.46936637,2.7768803,1.3367697,1.5085063
-1.6755922,-0.13061324,2.6464953,1.145781,2.9478092
0.51779544,1.4388206,0.5249411,1.4008207,1.4864274
-0.44229737,-0.21500015,2.2717013,2.6447124,1.3218192
0.09762871,0.765705,0.26942205,2.3491137,2.0406713
-1.5333672,1.1390325,2.2017841,0.6018229,2.581754
-0.9432904,-0.915667,3.058584,1.7070966,0.10359651
-1.8905008,0.51314914,2.6734796,0.40612742,1.9318787
-1.100529,1.459552,1.7990611,0.8356063,2.1177406
0.48629135,1.0310963,0.16582479,1.9285601,0.57498854
-0.83044153,0.9534208,1.4009404,1.7728461,2.9090276
-0.28595227,0.47802237,0.8213376,2.5771053,1.3712521
1.195482,1.590527,0.82478154,0.20294742,0.12956183
-1.4148281,-0.8728604,3.104853,1.1790404,1.6492558
-0.49024272,-0.086337626,1.9966586,2.6385171,2.9114304
-1.9501995,0.18256906,2.8447392,0.40701985,1.3191284
1.0547078,1.5656002,0.64129704,0.6733191,1.9434004
-1.972111,-0.11815469,3.0452213,0.3124252,2.5214493
0.29195604,1.5865564,0.75639075,1.2648456,2.817649
-0.62972087,1.148201,1.2155288,1.7138264,0.4727586
-1.3957988,-0.6745916,2.9079225,1.3677398,0.42193088
-1.2357771,1.5067561,2.0307417,0.45393285,0.32435793
-0.3232397,0.021692336,1.6664879,2.8161922,1.1262861
-0.17834449,-0.12971509,2.3101182,2.920615,2.6126442
0.19033223,1.5187018,0.74681777,1.398606,1.0764905
0.6495681,1.2556924,0.307683,1.5714453,2.7527187
-1.070207,-0.7500614,2.8942168,1.7173527,1.9275604
-0.24603152,0.29315737,0.8907646,2.7565,0.91717464
0.22662717,1.2122538,0.47963828,1.8126888,2.5123088
-0.011916757,0.15023248,0.15457965,2.9907453,2.1358607
0.7599102,1.4444444,0.47027636,1.2324351,2.9335878
1.0272448,1.3531687,0.3656269,1.1116884,2.0859866
0.11084503,0.68599105,0.19464517,2.431904,2.3884706
-1.8268911,0.5890529,2.545013,0.56933963,3.1353111
-0.0015533566,0.0020933747,0.63968873,3.1389859,0.06331809
0.07839686,0.59161615,0.17126395,2.5355737,1.7349648
-0.8019537,1.6986241,1.6614145,0.70095474,0.91188586
0.84986293,1.8099959,1.1115152,0.040596563,1.6524286
-1.2362721,0.68868804,1.8486056,1.5694665,2.0780542
-0.6658287,-0.8633917,3.061248,1.9884461,0.99577117
0.68293774,1.794972,0.9243403,0.56579214,0.48189074
-0.6121174,1.4743919,1.3178198,1.2929766,2.2695847
-0.21391302,0.23422468,0.89938015,2.823041,0.46859968
-0.1581645,0.01187247,1.5752609,2.9828165,3.132773
-0.018525183,1.2030468,0.6608933,1.8506007,1.7563431
0.3841694,1.6986222,0.83432585,1.0280943,1.9962529
0.21509463,1.2004869,0.47851926,1.829971,2.2505188
-0.19371104,0.1811921,0.9517924,2.8755646,1.4674215
-0.011595845,-0.009868085,2.2834866,3.1263661,1.0906537
-1.6730225,0.26392072,2.4243798,1.1215028,1.3413454
-0.69909143,1.2372502,1.3045917,1.5610377,0.9773992
-1.2699747,0.5185142,1.9389704,1.6299846,2.566508
-0.67455244,1.1096128,1.2528588,1.7283161,0.98647535
0.18989444,0.8812145,0.2553271,2.2064462,1.7717923
0.18921828,1.725442,0.941718,1.0397023,1.9815931
-0.45659062,0.2838391,1.2867699,2.5972738,1.6597712
-0.84802127,-0.12829119,2.1641438,2.2551866,1.1853758
-0.36372474,-0.18650281,2.2504249,2.7299392,1.6430819
-1.2368885,0.5966716,1.87819,1.6278722,2.6583645
0.5430664,1.7854007,0.9076135,0.7358084,2.2552764
0.7524224,1.1762221,0.20371011,1.59598,0.8484011
-1.7715211,0.9219492,2.6075747,0.10832354,2.5232213
-0.7032733,-0.93828833,3.1248744,1.8886315,1.4661394
-1.6407485,-0.742918,3.1170096,0.8995129,1.4449229
0.016958773,1.5588429,0.88293684,1.3539617,1.9121915
-1.20449,1.0648501,1.7805941,1.2741122,0.00025035796
-1.0797701,0.9628723,1.6512276,1.5242664,1.8071018
-0.01668024,-0.040676653,2.7744195,3.0976253,0.6388704
-0.6491675,1.6600795,1.4728502,0.94141966,0.12307874
-0.035741508,0.08960524,0.4277921,3.0450847,2.4866667
-0.6017433,-0.3247108,2.4145513,2.4437559,0.32283163
-0.10811552,-0.012000859,1.7357602,3.0327594,0.69415706
-0.74784005,-0.79891384,2.9681678,1.9836621,2.67592
-0.37542272,0.73077846,0.89788663,2.2949615,0.17830467
-0.8117941,0.58343613,1.4710579,2.0947373,2.0418694
-0.0072651505,-0.026254594,2.8852515,3.1143506,2.9998393
-0.31485558,-0.33838758,2.6254168,2.6751637,1.3681169
1.1680387,1.3179345,0.35178477,0.9876741,1.3944517
-0.24843466,0.7067321,0.7219591,2.3737416,2.1221888
-1.0570655,0.3765723,1.8242474,1.9502391,2.950666
-1.2342784,1.5618279,2.1429296,0.19330312,0.43058553
-1.2549188,-0.017523825,2.2631242,1.7848632,2.3368607
1.9924225,0.124866866,0.0020107282,0.12115659,2.5340502
-1.7585953,0.94073373,2.5755496,0.1496796,2.1670475
-0.05798751,0.37445244,0.34424913,2.7603726,2.0636973
-1.9998353,0.013221962,3.1239793,0.022003787,0.058628142
-0.09891182,-0.145551,2.6328151,2.9653857,2.533192
-1.8259864,0.777626,2.6151087,0.24775963,2.7077603
0.5714343,0.99294597,0.087733515,1.9217149,0.5418701
-0.3565979,1.1505235,0.9468832,1.8489355,0.9531906
0.41179445,1.9554315,1.3222604,0.08195731,0.08973451
-1.5700204,0.8769102,2.1792648,0.9059121,0.61514014
0.907991,1.7589755,0.950988,0.28656268,0.31510141
-0.6408235,-0.39615792,2.5107174,2.3691413,1.7800319
-0.1876828,0.98310524,0.7127337,2.093402,1.6413647
0.19355172,1.1398681,0.44819093,1.9088157,3.0010755
1.9990714,0.060301267,0.025751105,0.00880878,1.7720546
-1.9000249,0.15320694,2.7536411,0.6149829,1.916587
-0.87537396,-0.5500351,2.675043,2.0550985,1.9107336
-0.14801162,-0.51999927,3.1380208,2.5941274,0.687338
-0.72655714,0.1842717,1.7065705,2.373273,2.9560966
0.24306995,0.6614919,0.007959398,2.421391,1.1147442
0.6273258,0.9608094,0.032639224,1.9194723,0.71563333
-0.91945565,1.6907525,1.7933973,0.5509617,0.3887265
-0.65651727,1.6050014,1.4375126,1.0431255,2.4894998
-0.34275997,0.012659669,1.7062274,2.796895,1.8651682
-0.36396632,0.34491467,1.065689,2.6347494,1.6566327
-1.2685249,1.1656826,1.8656218,1.0655928,1.5764337
-0.60917974,1.3766613,1.2687744,1.4372514,0.34576476
-0.24481578,1.9670324,1.5611361,0.26696584,1.2328696
-1.7732189,0.7943732,2.4811454,0.47854266,0.5119983
-0.312263,1.654491,1.1872448,1.1401876,1.8367125
-0.74903744,0.095146716,1.8315731,2.3673418,0.48870528
-0.6088978,0.29939437,1.4599434,2.4493291,2.9294906
-0.40606818,1.8473651,1.4562138,0.6619019,2.0223415
-1.77615,0.7125962,2.4653292,0.5894415,0.65927356
-1.4739764,0.21695125,2.2650857,1.460737,0.08718131
-0.17726415,0.88260365,0.66509867,2.2078059,1.0380204
-0.19850689,-0.26052952,2.6550057,2.8125734,1.7993
-0.68834335,1.5756269,1.446586,1.0721829,1.4913677
-0.8926711,1.7513169,1.8567141,0.3709419,1.1953828
0.023384035,0.5969918,0.26420647,2.5348804,0.57045627
-1.5055513,-0.7219471,3.0057876,1.1658752,0.670926
-1.2347025,-0.106922686,2.3254905,1.8049693,2.6585038
-1.2641296,1.5487611,2.2265563,0.057586264,2.56431
-0.25714108,1.7926214,1.2749937,0.87654984,2.5683367
-1.883486,0.6453079,2.7164257,0.19017524,1.4287597
-0.6391431,-0.6696788,2.8607447,2.179145,2.894144
0.34747773,1.8448353,1.0324866,0.70427847,2.9215393
-0.05103004,-0.03668672,2.2255404,3.0787334,0.91468006
0.47688672,1.4624422,0.5622401,1.3866788,0.09176602
-0.37542486,-0.16299987,2.1865096,2.7293975,1.9478768
-0.65719515,0.404014,1.4155909,2.3496072,0.5737313
-1.9990962,0.059456754,3.107417,0.008884992,0.066059485
-0.24951598,0.14122194,1.1996145,2.8538928,1.7280736
-1.4208198,1.3445983,2.174054,0.4193919,2.1436434
-0.7240359,0.54599357,1.3952701,2.2004087,2.6801596
-1.4839184,0.2538283,2.2535906,1.4371779,1.4740367
0.8159045,1.552567,0.585624,1.0026361,2.5915596
-0.35180682,0.46929413,0.9409124,2.5463233,0.94792545
-0.5875291,1.2601436,1.2049598,1.6042264,0.12933077
-0.9692141,1.1730139,1.555112,1.4124668,1.4296818
-0.2934627,0.15286076,1.2567875,2.8091764,2.7300239
-0.06982547,0.8135517,0.5061777,2.3004735,0.33869106
0.31821096,0.98736626,0.2335439,2.0509605,1.5938815
1.2954235,1.5227506,0.8380099,0.05575736,0.9626844
-1.0993121,1.6666946,2.0954416,0.11686492,0.04482194
-0.7939491,1.7832103,1.7700872,0.43918815,0.19465266
-0.084940314,1.5789901,0.9655902,1.3178968,0.14340548
0.2818203,1.3095624,0.5219321,1.6737901,0.089579836
-0.11048104,1.919891,1.350014,0.55652887,0.48186174
-1.4089134,1.3731374,2.188168,0.36177063,0.38039318
-1.1528474,-0.30327904,2.4665926,1.8644824,3.0013409
0.025406033,1.8372095,1.1509296,0.81207806,1.4254247
-0.36479393,0.065805495,1.5787436,2.7687552,0.0061576446
-0.72320426,0.4432186,1.4589546,2.2656415,0.70578545
-0.28314608,0.73706746,0.77261066,2.3299117,0.065682545
-1.0282428,1.6787536,1.9430056,0.35470703,2.3515794
0.044547558,0.594208,0.22770196,2.5365295,0.08382928
0.69861853,1.2106358,0.25043717,1.593945,2.8085656
1.4320896,1.1129141,0.22557327,0.8701274,2.9503994
-0.6655351,0.58778024,1.3073778,2.221553,0.05969305
0.19863829,1.8417513,1.076811,0.7730954,2.895074
-1.487067,1.2692591,2.2227395,0.4246245,1.8240511
-0.76982147,1.6156731,1.5527425,0.92540354,0.6737513
-0.25588584,0.21015173,1.0495455,2.8089397,0.44476736
0.9324056,1.4360938,0.45185006,1.0861757,1.5981225
-1.3040966,0.45287305,1.9983859,1.6179329,1.1926655
0.4846622,1.5236051,0.6183437,1.2889442,0.9384671
-1.9212377,0.5541673,2.839888,0.04176821,0.5688498
0.9516978,1.2886292,0.2928119,1.2837226,2.794876
-1.98121,0.18331897,2.947661,0.20333129,1.5027387
-0.7532171,-0.39482492,2.4928007,2.2631993,2.8574417
-0.41094965,1.8897941,1.5272253,0.5153897,2.609926
-0.44953328,0.5871563,1.0321474,2.3841329,1.1836948
-0.13124666,-0.087638736,2.2385328,2.9836113,3.03141
1.7719839,0.76414645,0.14126949,0.5317455,0.9213242
-0.03255433,0.054644257,0.5690979,3.0779755,1.4320655
1.0327455,1.4900749,0.52882344,0.8718086,0.7031441
-1.343559,1.4678953,2.2116647,0.20066743,0.10618099
0.35657918,0.78808725,0.02236631,2.247062,2.3474839
-0.0050914884,1.1137674,0.5952076,1.9603202,2.7303343
-1.2208476,1.077991,1.7990352,1.2384448,1.6868504
-0.64480805,0.4028117,1.4023635,2.361691,0.5042078
-0.6040838,-0.29466116,2.367351,2.456134,0.6190907
-0.00832659,-0.026715636,2.8534515,3.1136086,0.9515434
-0.51588905,0.568597,1.1308252,2.3536115,0.3402024
-1.1326444,-0.021548927,2.1919804,1.9372706,2.560916
1.8693489,0.65977156,0.20639195,0.26580262,2.2762868
-1.1606678,1.6251261,2.136614,0.10875216,0.69482684
1.8281093,0.6803364,0.13355146,0.44544184,0.8620536
-1.5145367,-0.56690025,2.8706908,1.2581279,2.472985
-0.40223467,-0.72503114,3.0625517,2.286659,0.16460314
-0.8908674,-0.2801137,2.3612568,2.1699524,2.7882664
0.16519076,0.5721908,0.021309076,2.5368612,2.8565583
0.72369975,1.0719343,0.10938283,1.735143,2.911743
0.099889755,1.0021182,0.42834336,2.086205,2.2648957
-0.008256197,-0.0035609007,1.9824865,3.1326013,2.8569324
-1.381984,-0.6922518,2.9184685,1.3750017,2.888243
1.6690881,0.84474635,0.10695135,0.7231486,1.2348326
-0.10356259,0.0601995,1.1041807,3.0217328,2.3116865
-0.36024117,-0.34248525,2.5820956,2.6392667,0.3974059
-0.81794554,0.9360702,1.3888651,1.8001713,1.9793488
-1.7060897,0.5094135,2.3785512,0.94576585,1.0971472
-1.5945522,-0.5251699,2.8851466,1.1492193,0.47965625
-0.34537983,-0.3638982,2.6358588,2.6344697,1.0782466
0.21134952,1.9463263,1.2567626,0.41173714,0.25903416
-1.5537151,0.91080153,2.1614935,0.8997638,2.8213003
0.8556336,1.303355,0.313039,1.3536729,1.6047126
-0.23616797,-0.18236756,2.3781025,2.8420901,2.6345468
-1.6372254,0.79984,2.2622547,0.8498106,0.44901577
0.74526656,1.1352963,0.16554184,1.6487151,3.0942807
-0.640352,1.3122916,1.2724354,1.5046681,0.4293081
-0.55632865,-0.10975379,2.053046,2.5666552,0.022123255
-0.104421675,0.39077464,0.4647638,2.7342975,1.9427053
-0.88555115,0.81336594,1.4728633,1.8515892,1.3319695
1.7289904,0.99999654,0.47286475,0.1029973,2.6039217
-0.5320319,1.6788769,1.3839711,0.98742265,1.16535
0.509472,1.6241057,0.71404785,1.1055527,0.22240213
-0.679236,-0.5847788,2.7462919,2.2122192,0.77861005
-0.47500736,0.6919029,1.0346627,2.2755146,0.989122
-1.0649137,0.16632682,1.9850055,2.0033019,0.58199066
-1.2659347,0.45330945,1.9642832,1.6669042,2.9427047
-0.025288165,1.6688906,1.0024508,1.1669941,2.9241955
0.5679289,1.2045615,0.28808036,1.684284,3.0842624
-0.04806161,0.043598592,0.8665016,3.076691,2.964628
-1.2504354,-0.8573627,3.0321705,1.4209061,2.991791
0.29057273,1.714607,0.88636994,1.0331047,2.1649227
-0.6902074,0.014220953,1.9026227,2.436738,3.0635545
-0.1564933,0.7033577,0.58749497,2.40446,2.0963292
-0.7343209,-0.32416338,2.3994985,2.3156245,0.98320866
-0.05360955,0.30763584,0.32930797,2.8280377,0.6750724
