x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6
0.3324039,0.12264342,0.1226994,0.44520918,0.9445477,-0.46109316,0.046714723,0.43793362,0.1326204,-0.6448597,0.50339764,0.463692
0.10577997,0.0906732,0.20024231,0.18280245,-0.50295216,-1.6655307,-0.19583729,0.19360673,-0.5872522,-1.8715837,0.26486266,0.30367118
0.15567587,0.14144316,0.14244701,0.17283735,0.18871318,-1.2453277,0.17151654,0.6457163,-0.5806125,-1.133702,0.22085008,-0.2601927
0.065445304,0.12021454,0.22719175,-0.04477361,-0.44313815,-0.3733404,-0.08877736,-0.032513335,-0.5672423,0.014687061,0.15453237,-0.28847575
0.2052465,0.09199031,0.29292625,-0.09714909,-0.016597647,-1.4470294,-0.20158607,-0.13350491,0.0913589,-1.639195,-0.09204083,0.39649504
0.046298027,0.0895461,0.2500363,0.5491957,-0.27041695,-1.4665197,-0.06606704,-0.2572843,-0.47281396,-0.9464719,0.6949809,-0.73765093
0.15687582,0.074373186,0.18199944,-0.020013822,0.071062624,-0.104795195,-0.38872576,0.34766132,-0.7011359,0.113042116,0.41406047,0.1783359
0.265322,0.0362928,0.23424526,0.096180856,0.18783042,-1.1336683,-0.34449607,0.14750242,0.0061821938,-0.43437696,0.06119673,-0.3437411
0.3409213,-0.09247181,0.10061231,0.617078,0.36463377,-2.9002936,-0.578696,0.557575,0.14846969,-1.7332604,0.2640403,-0.37521523
-0.032772843,0.09296737,0.19347188,0.9403269,-0.7185283,-0.63943875,0.24646711,-0.18898377,-0.6676801,-1.9678801,0.4839458,0.48833638
0.3164905,-0.07289718,0.11243644,0.56347394,0.31165725,-2.8298302,-0.56747186,0.592896,-0.018476069,-1.5357127,0.26722488,-0.556341
0.31543627,-0.058694355,0.20077763,0.24543004,0.33476695,-1.8676888,-0.5832295,0.23524809,0.1685363,-0.8992659,0.013552323,-0.34134758
0.12842163,0.07813639,0.24094245,0.0618921,-0.4426753,-1.0761143,-0.3110897,0.01610592,-0.3817101,-1.7970657,0.19029447,0.9835904
0.058818832,0.11295313,0.24831988,0.58377385,-0.35341087,-1.0649514,0.21313971,-0.08662459,-0.34747192,-1.7468481,0.45447028,0.2603274
0.13483849,0.1566463,0.15854977,0.10035204,0.37229472,-0.5510224,0.27974284,0.52769345,-0.603542,-0.4504485,0.45193386,-0.36893836
0.123205185,0.0702913,0.20522086,-0.14232256,-0.4676737,-2.5834959,-0.4806662,0.15152198,-0.59890205,-1.8818614,0.10119772,-0.20902663
