x,y,t1,t2
-0.4567871,0.6501125,1.02103,2.3245077
-1.160634,1.1771669,1.7512912,1.195663
0.9690375,1.6137615,0.685323,0.6893965
-0.052983224,0.5078018,0.3620987,2.6253197
-1.4901111,-0.3677234,2.6875246,1.3920199
-0.16493481,0.3141678,0.6617985,2.7848735
-1.278436,-0.36414903,2.5753033,1.68756
-0.0880571,0.09161687,0.82916796,3.0144334
-1.4515607,1.3234553,2.2131588,0.37833357
-0.09528524,-0.36344573,3.0741787,2.763618
-0.41041464,0.53500247,0.99825543,2.4538267
0.35985094,1.5355397,0.6782871,1.3246301
-1.1433178,-0.7504049,2.9045615,1.6357003
0.9611618,1.44174,0.45990065,1.0457845
-0.33196768,1.5769167,1.1444113,1.2677445
-0.11751724,-0.010757744,1.7211225,3.0235155
-0.71669424,1.7708688,1.6548973,0.6009239
-0.7525736,0.2563463,1.6513064,2.3239732
-1.4948692,1.3217862,2.3499746,0.13518506
0.15531519,1.953276,1.2897142,0.40346766
-0.3733958,0.8877745,0.9005602,2.136744
0.03610146,0.9466365,0.4553264,2.1547036
-1.1060276,-0.75565565,2.904054,1.6738223
0.90478766,1.4994864,0.52387995,1.0080037
-0.9929595,1.6959519,1.9138019,0.37335
-1.5022395,1.3123908,2.3511841,0.14471814
1.9926118,0.16588394,0.06080028,0.044515405
-0.42679438,0.2771446,1.2521393,2.6270516
0.012821972,0.2640832,0.08407065,2.8764222
-0.39805782,0.9764958,0.9424419,2.0308576
-0.2956646,1.9720032,1.6424292,0.1543793
-0.41818368,-0.5728338,2.8735034,2.4165814
-0.29372907,-0.69855464,3.1321611,2.3643818
-0.101864636,0.23824129,0.53396237,2.8817575
-0.7596994,0.25896692,1.6552179,2.3156939
1.0919949,1.296427,0.31128612,1.1189938
1.5504152,0.86308676,0.028466655,0.95898294
-0.95836174,1.7230017,1.9096661,0.33746716
-0.70497906,-0.097135425,2.07151,2.4140105
-0.89035934,1.7155449,1.7896229,0.5198027
1.0696745,1.3369874,0.352927,1.0861796
-0.016630888,-0.013416588,2.2603102,3.1202242
-1.532937,-0.045100093,2.4740498,1.3939102
-1.0717607,1.6883259,2.1215434,0.029746344
0.15344626,0.7989556,0.22917715,2.3037424
-0.21413553,0.76324606,0.6810734,2.3264997
1.2060714,1.3961197,0.46192074,0.7927638
0.07220954,0.7299974,0.2769487,2.3905017
-0.3392114,0.1203776,1.4107399,2.779683
-0.5588564,-0.4000858,2.5429184,2.4399848
-0.9572981,1.4202664,1.621307,1.0851407
-0.6562582,1.0746309,1.2292556,1.7795562
-1.650985,1.0281547,2.349455,0.4703123
-1.3790302,-0.6619688,2.889131,1.4000036
1.5285635,1.0797738,0.25455448,0.7209047
-0.032939076,-0.13005306,2.9606647,3.0073323
0.052945197,0.45572886,0.115799636,2.6786764
-0.5627073,-0.28351277,2.3580153,2.5005798
-1.8566215,-0.22582267,2.9005215,0.72421515
-0.89457524,-0.028665245,2.0668159,2.2136185
-0.5504371,0.8327247,1.1066365,2.0964682
-0.43149394,0.40339577,1.1188571,2.541959
-0.10000518,1.7593677,1.1349716,0.98521024
-0.96478814,0.10790074,1.9662428,2.1279478
-0.11455709,1.3076913,0.8033498,1.7096522
-1.5186346,-0.07110864,2.481129,1.4145073
-1.4551303,0.7888668,2.048843,1.1919408
-1.3556006,1.4063555,2.1213598,0.43292058
0.9474561,1.5916349,0.64712286,0.773475
-1.5145154,-0.7257055,3.0143752,1.14812
-0.7168631,1.6927677,1.5665075,0.8097526
-0.000769794,-0.036636144,3.1389067,3.1049464
1.7017295,1.0081271,0.38612276,0.29739904
0.5646026,1.3024495,0.38014373,1.5632209
0.24803156,1.9108057,1.1703942,0.5426384
-0.4306001,1.1089246,1.0073955,1.8675683
-0.15871668,1.1369509,0.7500698,1.9188575
-0.081989706,1.836515,1.2105879,0.809646
-0.27748233,-0.021187067,1.786601,2.8623967
0.32383406,1.3226423,0.5088135,1.6437354
-0.024334133,0.016432285,0.99153733,3.1122289
1.9862084,0.225301,0.0804825,0.06493484
-1.8501571,-0.5031481,3.1186354,0.57696927
-1.282948,0.7901602,1.8719547,1.435227
-0.4515883,1.5758903,1.2398971,1.2199625
-1.3177596,-0.3368855,2.5689442,1.6458757
1.7736192,0.6740352,0.04144613,0.64346075
-0.4574139,0.6078092,1.0353115,2.3612468
-0.043713033,0.078249425,0.5542811,3.0519311
-0.46412772,1.530113,1.2209339,1.2887411
-0.50823665,-0.5671867,2.8016064,2.3602908
-0.35065407,-0.5474775,2.9030206,2.4794147
0.40659264,1.887245,1.0942892,0.5286163
-0.26137823,0.06736624,1.4539243,2.8708465
0.9045606,1.7801034,1.043606,0.114087015
-0.033837974,-0.02431482,2.2147105,3.0999217
0.60854006,1.8860399,1.1236169,0.27014
0.47554284,1.0033705,0.14599033,1.964437
-0.4933693,1.7837701,1.4518561,0.7775642
-0.9227576,0.15804446,1.8883044,2.1673203
-0.16666013,-0.3071533,2.8200805,2.7903347
0.28234506,1.9712657,1.3356737,0.18571973
-0.010322332,0.103599936,0.15138848,3.0374327
-0.8304322,-0.21323115,2.265175,2.255518
-0.017770767,0.11478129,0.21171033,3.0253785
-0.024136782,-0.15051562,3.0588794,2.989006
1.3100483,1.183628,0.2456961,0.97809815
-0.036135316,0.07503435,0.49045947,3.0582864
0.44709748,1.7648199,0.8958566,0.85364217
-1.7285268,0.58388036,2.3937569,0.844158
0.085837305,1.5055125,0.7971444,1.4333965
-0.044528306,1.9694388,1.4198122,0.34717983
-1.7819049,-0.3199621,2.880319,0.87788403
-0.1834209,-0.089716494,2.1279812,2.9370494
-1.2398686,-0.14695841,2.362975,1.7931895
-0.9957981,-0.76759684,2.9073195,1.7819526
-0.06092769,0.05897945,0.844057,3.056769
-0.76186025,1.848813,1.9425733,0.038200468
0.37883285,1.9002271,1.1236039,0.50082093
-1.4189893,-0.70674664,2.9479969,1.3113859
0.9501382,1.1377202,0.13897638,1.4720509
-1.0094013,-0.43288404,2.5572767,1.97889
-1.2770743,0.27990228,2.0674891,1.7166812
-1.5322055,0.6318628,2.1564186,1.1880687
1.0838641,1.6777155,0.9459332,0.102559686
0.04951626,0.8594988,0.3874575,2.2515836
0.0398888,1.2455926,0.64070684,1.796153
-1.2987943,0.3019184,2.0721812,1.6820148
-0.03396398,0.0595856,0.5523709,3.0729935
-0.13760006,0.24145803,0.65737915,2.8627772
1.00546,1.314116,0.32121488,1.1929437
-1.7316906,0.44555485,2.4252605,0.92899936
-1.9402738,0.012298837,2.8903327,0.48984265
1.4094069,1.1465873,0.25168633,0.86249423
-0.12211771,-0.023698688,1.8247162,3.0171163
-0.30078888,0.91878784,0.82089674,2.1325574
-0.35848615,1.5936375,1.1769867,1.2301499
-1.9128578,0.4662001,2.7258084,0.3534513
-0.092897475,-0.011205018,1.7376359,3.0479877
-0.32294366,0.13328838,1.3549498,2.7904224
-0.24533412,0.18149006,1.0870589,2.835228
1.172862,1.0360091,0.05131739,1.3444074
-0.70052195,0.7311194,1.2948916,2.0798678
-0.32908306,-0.15248471,2.187063,2.7768803
-0.72452223,1.2647399,1.3367697,1.5085063
-1.6755922,-0.13061324,2.6464953,1.145781
-1.9269493,-0.13256516,2.9478092,0.5249411
-0.7986702,1.2372,1.4008207,1.4864274
-0.44229737,-0.21500015,2.2717013,2.6447124
0.2259693,1.968956,1.3218192,0.26942205
-1.0191195,-0.23631722,2.3491137,2.0406713
-1.5333672,1.1390325,2.2017841,0.6018229
-0.04694867,-0.068427324,2.581754,3.058584
-0.37348098,1.9620881,1.7070966,0.10359651
-1.8905008,0.51314914,2.6734796,0.40612742
-1.1845907,0.3796966,1.9318787,1.7990611
-0.31160587,0.9288392,0.8356063,2.1177406
0.48629135,1.0310963,0.16582479,1.9285601
0.44505793,1.4628752,0.57498854,1.4009404
-0.2311884,-0.019877136,1.7728461,2.9090276
-0.28595227,0.47802237,0.8213376,2.5771053
-0.387067,1.7909813,1.3712521,0.82478154
1.924703,0.52797294,0.20294742,0.12956183
-1.4148281,-0.8728604,3.104853,1.1790404
-0.9538814,0.5137099,1.6492558,1.9966586
-0.13309258,-0.18715659,2.6385171,2.9114304
-1.9501995,0.18256906,2.8447392,0.40701985
-0.13082562,1.8935485,1.3191284,0.64129704
-0.08363134,1.1246874,0.6733191,1.9434004
-1.972111,-0.11815469,3.0452213,0.3124252
-1.8045278,0.44532546,2.5214493,0.75639075
-0.2878596,0.14547133,1.2648456,2.817649
-0.62972087,1.148201,1.2155288,1.7138264
-0.08123869,0.21852693,0.4727586,2.9079225
-0.015466988,1.9555973,1.3677398,0.42193088
-1.2357771,1.5067561,2.0307417,0.45393285
0.54004985,1.231769,0.32435793,1.6664879
-1.6435938,-0.39828458,2.8161922,1.1262861
-0.17834449,-0.12971509,2.3101182,2.920615
-1.8396983,0.288476,2.6126442,0.74681777
-0.61465186,1.6034477,1.398606,1.0764905
0.6495681,1.2556924,0.307683,1.5714453
-0.12100685,-0.21503657,2.7527187,2.8942168
-1.0220182,0.50694287,1.7173527,1.9275604
-0.24603152,0.29315737,0.8907646,2.7565
0.78117263,1.7787898,0.91717464,0.47963828
-0.6173148,0.04498869,1.8126888,2.5123088
-0.011916757,0.15023248,0.15457965,2.9907453
-1.3955064,1.3547871,2.1358607,0.47027636
-0.18764412,0.08888161,1.2324351,2.9335878
1.0272448,1.3531687,0.3656269,1.1116884
-1.1444094,1.6286681,2.0859866,0.19464517
-0.6507889,-0.34257764,2.431904,2.3884706
-1.8268911,0.5890529,2.545013,0.56933963
-1.8059957,-0.58561295,3.1353111,0.63968873
-1.9981542,-0.05806724,3.1389859,0.06331809
0.07839686,0.59161615,0.17126395,2.5355737
-1.1311492,0.73451555,1.7349648,1.6614145
0.7221949,1.644064,0.70095474,0.91188586
0.84986293,1.8099959,1.1115152,0.040596563
-1.0176351,0.6449183,1.6524286,1.8486056
-0.87339526,0.5153797,1.5694665,2.0780542
-0.6658287,-0.8633917,3.061248,1.9884461
0.20160154,1.778786,0.99577117,0.9243403
1.3437438,1.4023528,0.56579214,0.48189074
-0.6121174,1.4743919,1.3178198,1.2929766
-1.6429158,0.7382535,2.2695847,0.89938015
-1.9384539,0.16370586,2.823041,0.46859968
-0.1581645,0.01187247,1.5752609,2.9828165
-1.7947884,-0.59801626,3.132773,0.6608933
-1.1698316,0.5123728,1.8506007,1.7563431
0.3841694,1.6986222,0.83432585,1.0280943
-1.1985288,1.5293411,1.9962529,0.47851926
-0.84696114,0.15969467,1.829971,2.2505188
-0.19371104,0.1811921,0.9517924,2.8755646
-0.71684915,0.4223553,1.4674215,2.2834866
-1.4752406,-0.86456734,3.1263661,1.0906537
-1.6730225,0.26392072,2.4243798,1.1215028
-0.6522142,1.4493998,1.3413454,1.3045917
-0.8137911,1.5671966,1.5610377,0.9773992
-1.2699747,0.5185142,1.9389704,1.6299846
-1.6181166,-0.08315492,2.566508,1.2528588
-1.0671637,1.4015805,1.7283161,0.98647535
0.18989444,0.8812145,0.2553271,2.2064462
-1.1094089,1.3949952,1.7717923,0.941718
-0.48629606,0.9822608,1.0397023,1.9815931
-0.45659062,0.2838391,1.2867699,2.5972738
-0.8649679,0.36544722,1.6597712,2.1641438
-1.5878412,0.48026896,2.2551866,1.1853758
-0.36372474,-0.18650281,2.2504249,2.7299392
-1.0010062,0.6267659,1.6430819,1.87819
-0.47041512,0.08780861,1.6278722,2.6583645
0.5430664,1.7854007,0.9076135,0.7358084
-1.4082017,1.4055651,2.2552764,0.20371011
-0.7918167,1.6417654,1.59598,0.8484011
-1.7715211,0.9219492,2.6075747,0.10832354
-0.0098052025,-0.013540804,2.5232213,3.1248744
-1.2898743,0.73834693,1.8886315,1.4661394
-1.6407485,-0.742918,3.1170096,0.8995129
-0.5612486,1.7189443,1.4449229,0.88293684
-0.7771129,0.85234463,1.3539617,1.9121915
-1.20449,1.0648501,1.7805941,1.2741122
0.9194059,0.9969974,0.00025035796,1.6512276
-0.9355334,0.8102792,1.5242664,1.8071018
-0.01668024,-0.040676653,2.7744195,3.0976253
0.28784126,1.4535222,0.6388704,1.4728502
1.0735838,1.6829402,0.94141966,0.12307874
-0.035741508,0.08960524,0.4277921,3.0450847
-0.60538423,-0.37312418,2.4866667,2.4145513
-1.6967397,1.008839,2.4437559,0.32283163
-0.10811552,-0.012000859,1.7357602,3.0327594
-0.09886187,0.14222237,0.69415706,2.9681678
-0.4540183,-0.08263135,1.9836621,2.67592
-0.37542272,0.73077846,0.89788663,2.2949615
0.9056604,1.1742767,0.17830467,1.4710579
-1.0447874,0.027087688,2.0947373,2.0418694
-0.0072651505,-0.026254594,2.8852515,3.1143506
-0.1987096,-0.47020054,2.9998393,2.6254168
-1.5134668,-0.33467555,2.6751637,1.3681169
1.1680387,1.3179345,0.35178477,0.9876741
-0.34351146,1.8393002,1.3944517,0.7219591
-0.9341771,-0.28207332,2.3737416,2.1221888
-1.0570655,0.3765723,1.8242474,1.9502391
-0.6097881,-0.7384476,2.950666,2.1429296
1.7929878,0.77629715,0.19330312,0.43058553
-1.2549188,-0.017523825,2.2631242,1.7848632
-1.3880565,1.4398942,2.3368607,0.0020107282
0.108641505,0.5882943,0.12115659,2.5340502
-1.7585953,0.94073373,2.5755496,0.1496796
-1.3693976,1.4168305,2.1670475,0.34424913
-0.81676245,-0.621717,2.7603726,2.0636973
-1.9998353,0.013221962,3.1239793,0.022003787
0.097899795,0.4936946,0.058628142,2.6328151
-0.27685016,-0.5312511,2.9653857,2.533192
-1.8259864,0.777626,2.6151087,0.24775963
-1.8480649,0.7595817,2.7077603,0.087733515
-1.1225846,1.5662999,1.9217149,0.5418701
-0.3565979,1.1505235,0.9468832,1.8489355
-0.06868595,1.5771025,0.9531906,1.3222604
1.9819405,0.2527151,0.08195731,0.08973451
-1.5700204,0.8769102,2.1792648,0.9059121
0.8213607,1.5770621,0.61514014,0.950988
1.783616,0.8486719,0.28656268,0.31510141
-0.6408235,-0.39615792,2.5107174,2.3691413
-1.0045053,1.5824423,1.7800319,0.7127337
-1.3283104,0.307526,2.093402,1.6413647
0.19355172,1.1398681,0.44819093,1.9088157
-1.9835653,0.25456944,3.0010755,0.025751105
0.7914358,0.9868256,0.00880878,1.7720546
-1.9000249,0.15320694,2.7536411,0.6149829
-0.45940626,-0.051909745,1.916587,2.675043
-1.1447064,0.15096855,2.0550985,1.9107336
-0.14801162,-0.51999927,3.1380208,2.5941274
0.039672256,1.3144243,0.687338,1.7065705
-0.1405043,-0.120701134,2.373273,2.9560966
0.24306995,0.6614919,0.007959398,2.421391
0.8512815,1.8094902,1.1147442,0.032639224
-1.2161078,1.4249341,1.9194723,0.71563333
-0.91945565,1.6907525,1.7933973,0.5509617
0.67271864,1.3465618,0.3887265,1.4375126
-0.42099363,0.4828389,1.0431255,2.4894998
-0.34275997,0.012659669,1.7062274,2.796895
-1.2680161,1.1661637,1.8651682,1.065689
-1.2829609,-0.4272581,2.6347494,1.6566327
-1.2685249,1.1656826,1.8656218,1.0655928
-0.9620359,1.2920485,1.5764337,1.2687744
-0.07748222,1.9686619,1.4372514,0.34576476
-0.24481578,1.9670324,1.5611361,0.26696584
-0.50905955,0.40177423,1.2328696,2.4811454
1.4359045,1.2968087,0.47854266,0.5119983
-0.312263,1.654491,1.1872448,1.1401876
-1.1272675,0.46217495,1.8367125,1.8315731
-1.674453,0.9808617,2.3673418,0.48870528
-0.6088978,0.29939437,1.4599434,2.4493291
-1.2984953,-0.7365961,2.9294906,1.4562138
-0.10840148,1.0561895,0.6619019,2.0223415
-1.77615,0.7125962,2.4653292,0.5894415
-0.18606001,0.8280716,0.65927356,2.2650857
0.13271332,1.9936879,1.460737,0.08718131
-0.17726415,0.88260365,0.66509867,2.2078059
-0.34384793,0.33749175,1.0380204,2.6550057
-1.0467062,-0.67183757,2.8125734,1.7993
-0.68834335,1.5756269,1.446586,1.0721829
-0.89941156,0.7918223,1.4913677,1.8567141
0.9364579,1.3624834,0.3709419,1.1953828
0.023384035,0.5969918,0.26420647,2.5348804
-0.065362275,0.118922025,0.57045627,3.0057876
0.13106734,1.8839623,1.1658752,0.670926
-1.2347025,-0.106922686,2.3254905,1.8049693
-0.71375,-0.5206126,2.6585038,2.2265563
0.13037235,0.55417097,0.057586264,2.56431
-0.25714108,1.7926214,1.2749937,0.87654984
-0.29851085,-0.29824752,2.5683367,2.7164257
0.9338511,1.1878725,0.19017524,1.4287597
-0.6391431,-0.6696788,2.8607447,2.179145
-1.6769019,-0.46192095,2.894144,1.0324866
-0.12295699,0.18196142,0.70427847,2.9215393
-0.05103004,-0.03668672,2.2255404,3.0787334
0.70378244,1.7879643,0.91468006,0.5622401
0.2752993,1.9788368,1.3866788,0.09176602
-0.37542486,-0.16299987,2.1865096,2.7293975
-1.3436942,0.7096845,1.9478768,1.4155909
-1.6787106,0.92827487,2.3496072,0.5737313
-1.9990962,0.059456754,3.107417,0.008884992
1.2982287,1.0198218,0.066059485,1.1996145
-1.0889523,-0.7077597,2.8538928,1.7280736
-1.4208198,1.3445983,2.174054,0.4193919
-1.4641278,0.45341188,2.1436434,1.3952701
-0.4214439,-0.17763531,2.2004087,2.6801596
-1.4839184,0.2538283,2.2535906,1.4371779
-0.37301478,1.8781891,1.4740367,0.585624
-0.3612296,0.4055843,1.0026361,2.5915596
-0.35180682,0.46929413,0.9409124,2.5463233
0.033599317,1.6475232,0.94792545,1.2049598
-0.19546692,1.9862249,1.6042264,0.12933077
-0.9692141,1.1730139,1.555112,1.4124668
-0.75756013,1.4296329,1.4296818,1.2567875
-0.20948094,-0.35089743,2.8091764,2.7300239
-0.06982547,0.8135517,0.5061777,2.3004735
1.7838833,0.8737651,0.33869106,0.2335439
-1.3379449,0.4046445,2.0509605,1.5938815
1.2954235,1.5227506,0.8380099,0.05575736
-0.4251998,0.904098,0.9626844,2.0954416
1.9801362,0.27758238,0.11686492,0.04482194
-0.7939491,1.7832103,1.7700872,0.43918815
1.3802319,1.1103258,0.19465266,0.9655902
0.3594876,1.9622025,1.3178968,0.14340548
0.2818203,1.3095624,0.5219321,1.6737901
1.1268167,1.0808654,0.089579836,1.350014
1.3567014,1.3898304,0.55652887,0.48186174
-1.4089134,1.3731374,2.188168,0.36177063
