x,y,z,t1,t2,t3,t4
-0.08548873,0.286985,0.03782265,1.3367697,1.5085063,0.21217735,0.7145623
-0.38717067,-0.00062750623,0.1329852,2.9478092,0.5249411,0.11701481,0.7713367
-0.13083553,0.044175856,0.13902047,2.2717013,2.6447124,0.11097954,0.5685025
-0.2230761,0.035762005,0.071796075,2.3491137,2.0406713,0.17820393,0.6239026
-0.09177636,0.04284087,0.10958743,2.581754,3.058584,0.14041257,0.5408649
-0.37281725,0.122092664,0.09241535,2.6734796,0.40612742,0.15758465,0.82344234
0.020331932,0.21349621,0.2273319,0.8356063,2.1177406,0.022668079,0.8450255
0.1506785,0.2738138,0.10456452,0.57498854,1.4009404,0.14543547,1.0084367
0.025231427,0.1449091,0.13524407,0.8213376,2.5771053,0.114755936,0.66106236
0.38665313,0.0993517,0.0028067231,0.20294742,0.12956183,0.24719328,0.7201055
-0.1509201,0.17674883,0.038432136,1.6492558,1.9966586,0.21156786,1.0088372
-0.3881561,0.05663661,0.13922602,2.8447392,0.40701985,0.11077398,0.6304816
0.06563091,0.2310615,0.0073622465,0.6733191,1.9434004,0.24263775,0.57566965
-0.3520587,0.124913976,0.14337292,2.5214493,0.75639075,0.106627084,0.9932069
-0.059674043,0.26598552,0.20388392,1.2155288,1.7138264,0.04611609,1.0082525
0.017846325,0.39128506,0.084862754,1.3677398,0.42193088,0.16513725,0.59925425
0.17579299,0.21663536,0.024858773,0.32435793,1.6664879,0.22514123,0.7113131
-0.094130345,0.054435313,0.040408686,2.3101182,2.920615,0.20959131,0.6480684
-0.07506373,0.33903834,0.21649477,1.398606,1.0764905,0.033505246,0.78550637
-0.11068467,0.0056591984,0.1088039,2.7527187,2.8942168,0.14119609,0.8448589
0.02597704,0.12172886,0.16993302,0.8907646,2.7565,0.08006698,0.6035385
-0.11655126,0.10383693,0.22819099,1.8126888,2.5123088,0.021809015,1.0220563
-0.262873,0.28767347,0.1458489,2.1358607,0.47027636,0.1041511,1.0125301
0.24747667,0.23872879,0.08064236,0.3656269,1.1116884,0.16935764,0.55603963
-0.17347479,0.013773102,0.045575336,2.431904,2.3884706,0.20442466,0.6184887
-0.3708974,-0.08721382,0.00019913912,3.1353111,0.63968873,0.24980086,0.5341518
0.11029653,0.10578518,0.10745844,0.17126395,2.5355737,0.14254156,0.8005012
0.18475188,0.31110436,0.15508649,0.70095474,0.91188586,0.0949135,0.5303649
-0.16079943,0.19640473,0.1201016,1.6524286,1.8486056,0.1298984,0.8699411
-0.1995517,-0.12148293,0.16392869,3.061248,1.9884461,0.086071305,0.6776555
0.285978,0.26396137,0.13932598,0.56579214,0.48189074,0.110674016,0.73909485
-0.31076643,0.1873002,0.024335563,2.2695847,0.89938015,0.22566444,0.60169876
-0.024171093,0.10177986,0.0006737858,1.5752609,2.9828165,0.24932621,0.6337477
-0.20309153,0.17296685,0.1762622,1.8506007,1.7563431,0.07373779,0.69494784
-0.22105302,0.32048622,0.100200504,1.9962529,0.47851926,0.14979948,0.8986852
0.028965764,0.10862447,0.12789726,0.9517924,2.8755646,0.122102745,0.90417993
-0.32127446,-0.12816252,0.05479102,3.1263661,1.0906537,0.19520898,0.7105159
-0.07508786,0.31478912,0.12074551,1.3413454,1.3045917,0.12925449,0.68649864
-0.22648744,0.1710757,0.043933228,1.9389704,1.6299846,0.20606677,0.7324086
-0.17576146,0.308999,0.22049445,1.7283161,0.98647535,0.029505553,0.89133984
-0.18637587,0.3072361,0.16057259,1.7717923,0.941718,0.089427404,0.8538643
-0.04046628,0.13856933,0.11320284,1.2867699,2.5972738,0.13679717,0.8842894
-0.30139625,0.14952078,0.06808022,2.2551866,1.1853758,0.18191978,0.9785887
-0.15737319,0.1937537,0.11563972,1.6430819,1.87819,0.13436027,0.96665955
0.14302275,0.34661382,0.067709565,0.9076135,0.7358084,0.18229043,0.5575505
-0.12129064,0.34623307,0.040795967,1.59598,0.8484011,0.20920403,0.54165274
-0.082953125,0.055939786,0.09571919,2.5232213,3.1248744,0.15428081,0.76795536
-0.34608206,-0.108979665,0.12961602,3.1170096,0.8995129,0.12038397,0.6707549
-0.095053,0.22551,0.10397264,1.3539617,1.9121915,0.14602737,0.7359508
0.23791085,0.14957465,0.12355462,0.00025035796,1.6512276,0.12644537,0.82478243
-0.0958366,0.029796356,0.19119391,2.7744195,3.0976253,0.058806106,0.76907384
0.21990168,0.3332805,0.20731911,0.94141966,0.12307874,0.042680904,1.0311129
-0.1701169,0.0049414244,0.05331081,2.4866667,2.4145513,0.19668919,0.5774041
-0.03263898,0.09684229,0.18697032,1.7357602,3.0327594,0.06302969,1.0182934
-0.10822632,0.07920277,0.17140654,1.9836621,2.67592,0.07859348,0.90609235
0.23426361,0.19387765,0.07997386,0.17830467,1.4710579,0.17002614,0.8639104
-0.09782217,0.021416139,0.010829151,2.8852515,3.1143506,0.23917085,0.9611683
-0.316338,-0.0052313977,0.21312562,2.6751637,1.3681169,0.036874376,0.68821114
-0.033983547,0.37434417,0.058659494,1.3944517,0.7219591,0.1913405,0.8772969
-0.18363443,0.1532911,0.0145857185,1.8242474,1.9502391,0.23541428,0.88075376
0.3670857,0.13565478,0.06711005,0.19330312,0.43058553,0.18288995,0.82107604
-0.27753893,0.28804862,0.23074433,2.3368607,0.0020107282,0.019255681,0.9459405
-0.34819227,0.19473968,0.07444976,2.5755496,0.1496796,0.17555024,0.5809736
-0.21533547,-0.056052227,0.0013455749,2.7603726,2.0636973,0.24865443,0.5272661
0.11451313,0.079913616,0.013461232,0.058628142,2.6328151,0.23653877,0.94579744
-0.36035588,0.16689353,0.033142358,2.6151087,0.24775963,0.21685764,0.53822106
-0.20276375,0.32885075,0.16766346,1.9217149,0.5418701,0.082336545,0.8317547
0.04760557,0.3180921,0.23373893,0.9531906,1.3222604,0.016261077,0.53855455
-0.29266423,0.21358897,0.19300675,2.1792648,0.9059121,0.056993246,0.6820968
0.36346453,0.15556648,0.048195317,0.28656268,0.31510141,0.20180468,0.91845566
-0.17144705,0.33518535,0.080075875,1.7800319,0.7127337,0.16992413,0.79715955
0.11915598,0.21431378,0.010734737,0.44819093,1.9088157,0.23926526,0.5278906
0.21871145,0.14890471,0.029637322,0.00880878,1.7720546,0.22036268,0.62609595
-0.10280497,0.08629431,0.08300203,1.916587,2.675043,0.16699797,0.84205437
-0.12220111,-0.07764269,0.18749124,3.1380208,2.5941274,0.062508754,0.8080272
-0.092983566,0.05138763,0.23939195,2.373273,2.9560966,0.010608053,0.92716396
0.17173292,0.36120334,0.09336312,1.1147442,0.032639224,0.15663688,0.642871
-0.1599951,0.35114554,0.21030349,1.7933973,0.5509617,0.039696515,0.76318425
-0.01279681,0.15882403,0.10965383,1.0431255,2.4894998,0.14034617,0.98974794
-0.21921632,0.270623,0.038719967,1.8651682,1.065689,0.21128003,0.7997042
-0.21933603,0.27053767,0.11956933,1.8656218,1.0655928,0.13043065,0.73506117
0.0016924724,0.39440888,0.120738,1.4372514,0.34576476,0.12926202,0.5680931
-0.043205757,0.15461053,0.20344204,1.2328696,2.4811454,0.046557963,0.60893184
-0.009417836,0.34090778,0.099685505,1.1872448,1.1401876,0.1503145,0.828861
-0.32266247,0.2170473,0.12846854,2.3673418,0.48870528,0.12153146,0.9318203
-0.29253334,-0.08943789,0.18943444,2.9294906,1.4562138,0.060565576,0.8606557
-0.34441417,0.16947775,0.18963522,2.4653292,0.5894415,0.06036479,0.90111303
0.030890705,0.39844817,0.18919021,1.460737,0.08718131,0.06080979,0.8915664
-0.00078452897,0.13676377,0.02513522,1.0380204,2.6550057,0.22486478,0.82348216
-0.0908624,0.3355736,0.1260679,1.446586,1.0721829,0.12393209,0.83305115
0.2336673,0.24062186,0.21981612,0.3709419,1.1953828,0.030183887,0.94607884
0.07436112,0.07183989,0.15093371,0.57045627,3.0057876,0.0990663,0.6354198
-0.2537119,0.05680969,0.036905274,2.3254905,1.8049693,0.21309473,0.89469147
0.11939007,0.08888108,0.14259768,0.057586264,2.56431,0.10740233,0.66969043
-0.12879056,0.009499931,0.22547168,2.5683367,2.7164257,0.024528317,0.7617254
-0.19195351,-0.07273476,0.018903673,2.8607447,2.179145,0.23109633,0.6956799
0.05776435,0.09204259,0.06998125,0.70427847,2.9215393,0.18001875,1.036721
0.16657175,0.34743142,0.13406554,0.91468006,0.5622401,0.11593445,0.5388931
-0.11406779,0.057186194,0.09119317,2.1865096,2.7293975,0.15880683,0.7595306
-0.32204995,0.21041612,0.0026108325,2.3496072,0.5737313,0.24738917,0.5250796
0.29451618,0.1595744,0.021978661,0.066059485,1.1996145,0.22802134,0.81161106
-0.2698558,0.28403896,0.07623771,2.174054,0.4193919,0.17376229,0.7561438
-0.1220997,0.054180272,0.06783837,2.2004087,2.6801596,0.18216163,0.7631284
-0.046291362,0.38126063,0.16340426,1.4740367,0.585624,0.086595744,0.9555254
0.00613407,0.15120369,0.16758385,0.9409124,2.5463233,0.08241616,0.72442544
-0.032662444,0.39787787,0.12119821,1.6042264,0.12933077,0.12880181,0.7590099
-0.09956939,0.3134509,0.025394723,1.4296818,1.2567875,0.22460528,0.97860277
0.07698657,0.17051652,0.2141259,0.5061777,2.3004735,0.03587409,0.56252277
-0.24688423,0.14938857,0.17598078,2.0509605,1.5938815,0.07401923,0.5328917
-0.0066480944,0.2176875,0.23107219,0.9626844,2.0954416,0.018927822,0.5310691
-0.13888983,0.3655023,0.22512963,1.7700872,0.43918815,0.024870366,0.6845305
0.07894435,0.3911495,0.20012733,1.3178968,0.14340548,0.049872674,0.8025638
0.26862156,0.17107582,0.19748434,0.089579836,1.350014,0.05251567,0.6039091
-0.26922643,0.28751087,0.2109401,2.188168,0.36177063,0.039059896,0.9346975
-0.049445648,0.091058016,0.15207547,1.8644824,3.0013409,0.09792454,0.65894514
-0.11237079,0.26791182,0.02848269,1.4254247,1.5787436,0.22151731,0.52462506
-0.09731976,0.16585799,0.18608198,1.4589546,2.2656415,0.06391804,0.65236723
-0.2822316,0.2831671,0.09156531,2.3299117,0.065682545,0.15843469,0.58271664
-0.30286276,0.25756207,0.04622343,2.3515794,0.22770196,0.20377657,0.53757036
0.20167316,0.20637813,0.025441393,0.25043717,1.593945,0.2245586,0.56119436
0.044445932,0.096908174,0.1401237,0.8701274,2.9503994,0.109876305,0.8938576
0.31267,0.15098962,0.18093985,0.05969305,1.076811,0.06906014,1.0061111
-0.28373325,0.2698795,0.100652754,2.2227395,0.4246245,0.14934725,0.78238916
0.14612484,0.34965557,0.15982065,0.92540354,0.6737513,0.09017936,0.99175537
0.31931612,0.22474496,0.1570223,0.44476736,0.45185006,0.0929777,0.7899525
-0.23708233,0.15892771,0.14888707,1.9983859,1.6179329,0.10111292,0.62665606
-0.02203213,0.35894495,0.02304855,1.2889442,0.9384671,0.22695145,0.53056014
0.30830687,0.2485047,0.14193082,0.5688498,0.2928119,0.10806918,0.9894115
-0.39530692,0.04676966,0.12519923,2.947661,0.20333129,0.12480077,0.9390656
-0.1000463,0.054756127,0.1233286,2.2631993,2.8574417,0.12667142,0.6094971
-0.34709364,0.054765526,0.057865664,2.609926,1.0321474,0.19213434,0.7208813
-0.08160798,0.06537673,0.008417338,2.2385328,2.9836113,0.24158266,0.5471437
0.23309906,0.27572137,0.19652411,0.5317455,0.9213242,0.05347587,1.0365947
-0.022469562,0.38632917,0.17339873,1.4320655,0.52882344,0.07660127,0.64078945
-0.261323,0.30034196,0.23188838,2.2116647,0.20066743,0.01811163,0.5273265
-0.17410679,0.04601918,0.1945295,2.247062,2.3474839,0.05547051,0.8503188
-0.25645456,-0.047554035,0.1453898,2.7303343,1.7990352,0.104610205,0.80474055
-0.079957455,0.1590066,0.20148137,1.4023635,2.361691,0.048518635,0.91815734
-0.343202,0.16820487,0.022012368,2.456134,0.6190907,0.22798763,1.0425336
0.07167441,0.33437446,0.06019734,0.9515434,1.1308252,0.18980266,0.5802992
-0.22809649,0.078086644,0.04436043,2.1919804,1.9372706,0.20563957,0.55799747
0.11737806,0.15030578,0.0767747,0.26580262,2.2762868,0.1732253,0.54172415
0.2934519,0.2705885,0.20597073,0.69482684,0.13355146,0.04402925,0.66727436
-0.3235335,-0.058275018,0.051077858,2.8706908,1.2581279,0.19892214,1.034024
-0.2797225,0.28415066,0.059613273,2.286659,0.16460314,0.19038673,0.8852575
-0.37636477,0.1353977,0.046198085,2.7882664,0.021309076,0.20380192,0.99969184
0.2079573,0.17170663,0.01755923,0.10938283,1.735143,0.23244077,0.59498936
-0.17624453,0.07720649,0.08854918,2.086205,2.2648957,0.16145082,1.045699
-0.10886566,-0.0027285016,0.13495761,2.8569324,2.9184685,0.11504238,1.0049727
0.34979182,0.13738672,0.14566574,0.10695135,0.7231486,0.10433426,0.7076289
-0.1609253,-0.09209862,0.04274243,3.0217328,2.3116865,0.20725757,0.9634766
0.19844532,0.24328819,0.102477044,0.3974059,1.3888651,0.14752296,0.85349023
-0.32818717,0.14552426,0.15618414,2.3785512,0.94576585,0.09381586,1.0044565
0.09359297,0.37785828,0.038635224,1.1492193,0.47965625,0.21136478,0.9626771
0.01442315,0.32857162,0.2085456,1.0782466,1.2567626,0.041454397,0.56677115
-0.2887513,0.21967545,0.024468541,2.1614935,0.8997638,0.22553146,0.5757719
-0.093634285,0.27145785,0.05832635,1.3536729,1.6047126,0.19167365,0.9972805
-0.19104034,-0.026057389,0.17507926,2.6345468,2.2622547,0.07492074,0.59843475
